source_updated_at,fetched_at,forecast_issue_datetime_utc,forecast_issue_date,forecast_issue_hour_utc,forecast_date,horizon_days,horizon_label,location,district,global_id_local,forecast_tmin_c,observed_tmin_c,error_tmin_c,abs_error_tmin_c,forecast_tmax_c,observed_tmax_c,error_tmax_c,abs_error_tmax_c,observed_source_type,observed_source,observation_status,forecast_source,calculated_at
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-06,1,D+1,Matosinhos,Porto,1130800,8.8,8.95,-0.15,0.15,16.9,17.35,-0.45,0.45,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-07T09:23:16Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-07,2,D+2,Matosinhos,Porto,1130800,10.3,9.8,0.5,0.5,16.7,17.15,-0.45,0.45,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-08T11:45:54Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-08,3,D+3,Matosinhos,Porto,1130800,12.6,11.5,1.1,1.1,17.4,18.35,-0.95,0.95,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-09T11:12:03Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-09,4,D+4,Matosinhos,Porto,1130800,13.1,12.05,1.05,1.05,18,16.95,1.05,1.05,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-10T11:14:39Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-10,5,D+5,Matosinhos,Porto,1130800,12.3,11.5,0.8,0.8,16.9,17.5,-0.6,0.6,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-11T12:50:53Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-11,6,D+6,Matosinhos,Porto,1130800,11.9,12.65,-0.75,0.75,17.1,18.2,-1.1,1.1,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-12T12:23:27Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-12,7,D+7,Matosinhos,Porto,1130800,11.3,12.55,-1.25,1.25,17,17.65,-0.65,0.65,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-13T12:25:10Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-13,8,D+8,Matosinhos,Porto,1130800,11,11.65,-0.65,0.65,17.4,18.15,-0.75,0.75,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-14T12:06:09Z
2026-05-05T19:56:32,2026-05-05T21:15:23Z,2026-05-05T19:56:32Z,2026-05-05,19:56,2026-05-14,9,D+9,Matosinhos,Porto,1130800,10.8,9.95,0.85,0.85,16.7,17.95,-1.25,1.25,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-15T12:09:26Z
2026-05-06T07:55:39,2026-05-06T12:06:59Z,2026-05-06T07:55:39Z,2026-05-06,07:55,2026-05-06,0,D+0,Matosinhos,Porto,1130800,9.8,8.95,0.85,0.85,17,17.35,-0.35,0.35,station_fallback,"IPMA station fallback: daily mean of Pedras Rubras and S. Gens station extrema (station_count=2; station_names=Porto, Pedras Rubras; S. Gens)",matched_station_fallback,IPMA public-data forecast aggregate by local,2026-05-07T09:23:16Z
