source_updated_at,fetched_at,location,district,dico,global_id_local,target_date,season_rule,tmax_alert,tmax_alert_level,tmax_yellow_threshold_c,tmax_red_threshold_c,tmax_observed_d_minus_3_c,tmax_observed_d_minus_2_c,tmax_observed_d_minus_1_c,tmax_forecast_d0_c,tmax_forecast_d_plus_1_c,tmin_alert,tmin_alert_level,tmin_yellow_threshold_c,tmin_red_threshold_c,tmin_observed_d_minus_2_c,tmin_observed_d_minus_1_c,tmin_forecast_d0_c,tmin_forecast_d_plus_1_c,overall_temperature_alert,overall_temperature_alert_level,missing_inputs,recommendation_summary,source
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-06,mes 5-6,Sem dados,-1,32,34,,,16.6,16.9,16.7,Sem dados,-1,21,24,,10.4,8.8,10.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmin_observed_d_minus_2_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-07,mes 5-6,Sem dados,-1,32,34,,16.6,,16.7,17.4,Sem dados,-1,21,24,10.4,,10.3,12.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Sem dados,-1,32,34,16.6,,,17.4,18,Sem dados,-1,21,24,,,12.6,13.1,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,,,,18,16.9,Sem dados,-1,21,24,,,13.1,12.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,,,,16.9,17.1,Sem dados,-1,21,24,,,12.3,11.9,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,17.1,17,Sem dados,-1,21,24,,,11.9,11.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,17,17.4,Sem dados,-1,21,24,,,11.3,11,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,17.4,16.7,Sem dados,-1,21,24,,,11,10.8,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-05T19:56:32,2026-05-05T23:00:30Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,16.7,,Sem dados,-1,21,24,,,10.8,,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmax_forecast_d_plus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c; tmin_forecast_d_plus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-06,mes 5-6,Sem dados,-1,32,34,,,16.6,17,17,Sem dados,-1,21,24,,10.4,9.8,9.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmin_observed_d_minus_2_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-07,mes 5-6,Sem dados,-1,32,34,,16.6,,17,17.4,Sem dados,-1,21,24,10.4,,9.6,11.8,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Sem dados,-1,32,34,16.6,,,17.4,18.1,Sem dados,-1,21,24,,,11.8,12.7,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,,,,18.1,16.3,Sem dados,-1,21,24,,,12.7,12.1,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,,,,16.3,17.5,Sem dados,-1,21,24,,,12.1,11.9,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,17.5,17.2,Sem dados,-1,21,24,,,11.9,11.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,17.2,17.2,Sem dados,-1,21,24,,,11.3,10.5,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,17.2,16.2,Sem dados,-1,21,24,,,10.5,10.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,16.2,16.5,Sem dados,-1,21,24,,,10.3,10.1,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T07:55:39,2026-05-06T12:06:59Z,Matosinhos,Porto,1308,1130800,2026-05-15,mes 5-6,Sem dados,-1,32,34,,,,16.5,,Sem dados,-1,21,24,,,10.1,,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmax_forecast_d_plus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c; tmin_forecast_d_plus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-07,mes 5-6,Sem dados,-1,32,34,,16.6,,17,17.2,Sem dados,-1,21,24,10.4,,10.9,12.2,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Sem dados,-1,32,34,16.6,,,17.2,17.1,Sem dados,-1,21,24,,,12.2,12.9,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,,,,17.1,17,Sem dados,-1,21,24,,,12.9,12.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,,,,17,17.2,Sem dados,-1,21,24,,,12.6,12.8,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,17.2,16.9,Sem dados,-1,21,24,,,12.8,12.5,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,16.9,16.8,Sem dados,-1,21,24,,,12.5,11.7,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,16.8,15.7,Sem dados,-1,21,24,,,11.7,11.2,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,15.7,15.7,Sem dados,-1,21,24,,,11.2,10.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-06T19:54:29,2026-05-06T21:21:08Z,Matosinhos,Porto,1308,1130800,2026-05-15,mes 5-6,Sem dados,-1,32,34,,,,15.7,,Sem dados,-1,21,24,,,10.6,,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmax_forecast_d_plus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c; tmin_forecast_d_plus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-07,mes 5-6,Sem dados,-1,32,34,,16.6,17.4,17.4,17.8,Verde,0,21,24,10.4,8.9,10.8,12.3,Verde,0,tmax_observed_d_minus_3_c,"Manter vigilância habitual, hidratação regular e monitorização das atualizações meteorológicas.",DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Sem dados,-1,32,34,16.6,17.4,,17.8,20,Sem dados,-1,21,24,8.9,,12.3,12.9,Sem dados,-1,tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,17.4,,,20,17,Sem dados,-1,21,24,,,12.9,11.8,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,,,,17,18.5,Sem dados,-1,21,24,,,11.8,12.9,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,18.5,18.5,Sem dados,-1,21,24,,,12.9,12.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,18.5,18.3,Sem dados,-1,21,24,,,12.6,11.7,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,18.3,17.7,Sem dados,-1,21,24,,,11.7,11.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,17.7,17.1,Sem dados,-1,21,24,,,11.3,10.8,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-15,mes 5-6,Sem dados,-1,32,34,,,,17.1,17.8,Sem dados,-1,21,24,,,10.8,10.8,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T07:54:30,2026-05-07T09:23:16Z,Matosinhos,Porto,1308,1130800,2026-05-16,mes 5-6,Sem dados,-1,32,34,,,,17.8,,Sem dados,-1,21,24,,,10.8,,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmax_forecast_d_plus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c; tmin_forecast_d_plus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Sem dados,-1,32,34,16.6,17.4,,17.2,16.9,Sem dados,-1,21,24,8.9,,12.1,12.9,Sem dados,-1,tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,17.4,,,16.9,16.2,Sem dados,-1,21,24,,,12.9,12.4,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,,,,16.2,16.9,Sem dados,-1,21,24,,,12.4,12.4,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,16.9,17.1,Sem dados,-1,21,24,,,12.4,12.7,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,17.1,16.9,Sem dados,-1,21,24,,,12.7,12.1,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,16.9,16.4,Sem dados,-1,21,24,,,12.1,11.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,16.4,16,Sem dados,-1,21,24,,,11.3,11.5,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-15,mes 5-6,Sem dados,-1,32,34,,,,16,16.5,Sem dados,-1,21,24,,,11.5,11.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-07T19:56:27,2026-05-07T21:15:37Z,Matosinhos,Porto,1308,1130800,2026-05-16,mes 5-6,Sem dados,-1,32,34,,,,16.5,,Sem dados,-1,21,24,,,11.6,,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmax_forecast_d_plus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c; tmin_forecast_d_plus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-08,mes 5-6,Verde,0,32,34,16.6,17.4,17.1,17.1,16.5,Verde,0,21,24,8.9,9.8,12.1,12.7,Verde,0,,"Manter vigilância habitual, hidratação regular e monitorização das atualizações meteorológicas.",DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-09,mes 5-6,Sem dados,-1,32,34,17.4,17.1,,16.5,15.8,Sem dados,-1,21,24,9.8,,12.7,11.7,Sem dados,-1,tmax_observed_d_minus_1_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-10,mes 5-6,Sem dados,-1,32,34,17.1,,,15.8,17.1,Sem dados,-1,21,24,,,11.7,12.8,Sem dados,-1,tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-11,mes 5-6,Sem dados,-1,32,34,,,,17.1,17.3,Sem dados,-1,21,24,,,12.8,12.6,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-12,mes 5-6,Sem dados,-1,32,34,,,,17.3,16.7,Sem dados,-1,21,24,,,12.6,11.9,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-13,mes 5-6,Sem dados,-1,32,34,,,,16.7,16,Sem dados,-1,21,24,,,11.9,11,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-14,mes 5-6,Sem dados,-1,32,34,,,,16,15.7,Sem dados,-1,21,24,,,11,11.3,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
2026-05-08T07:55:58,2026-05-08T11:45:54Z,Matosinhos,Porto,1308,1130800,2026-05-15,mes 5-6,Sem dados,-1,32,34,,,,15.7,16.3,Sem dados,-1,21,24,,,11.3,10.1,Sem dados,-1,tmax_observed_d_minus_3_c; tmax_observed_d_minus_2_c; tmax_observed_d_minus_1_c; tmin_observed_d_minus_2_c; tmin_observed_d_minus_1_c,Dados insuficientes para emitir alerta automático de temperatura DSP.,DSP temperature rule using IPMA observed municipality temperatures and IPMA forecasts
