"fetched_at","location","district","dico","requested_latitude","requested_longitude","grid_latitude","grid_longitude","elevation_m","timezone","model","valid_date","lead_days","lead_label","temperature_2m_min_c","temperature_2m_max_c","hourly_values_n","source"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","2","D+2","12.3","15.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","3","D+3","11.4","16.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","4","D+4","11.6","17","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","5","D+5","12.1","17.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","6","D+6","12.7","19.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-18","7","D+7","12.5","20.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","0","D+0","11.6","17.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","1","D+1","10.6","16.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","2","D+2","12.4","17.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","3","D+3","11","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","4","D+4","11.3","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","5","D+5","13.6","18.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","6","D+6","14","16.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-19","7","D+7","12","19.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","0","D+0","12.2","16.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","1","D+1","12.2","16.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","2","D+2","12.4","17","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","3","D+3","12.9","16.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","4","D+4","11.6","17.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","5","D+5","12.9","20.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","6","D+6","13.9","18.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-20","7","D+7","12.9","18","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","0","D+0","13.5","16.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","1","D+1","12.7","17","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","2","D+2","13.4","15.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","3","D+3","12.6","16.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","4","D+4","13.6","16.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","5","D+5","14","18.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","6","D+6","13","21","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-21","7","D+7","12.4","17.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","0","D+0","13.4","16.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","1","D+1","13.2","16.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","2","D+2","12.8","16.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","3","D+3","12.9","16.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","4","D+4","11.9","16.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","5","D+5","11.7","17.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","6","D+6","11.3","21.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-22","7","D+7","12.3","19.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","0","D+0","10.6","18.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","1","D+1","10.9","19","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","2","D+2","10.5","18.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","3","D+3","11","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","4","D+4","10.5","17.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","5","D+5","8.6","21.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","6","D+6","9.9","24","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-23","7","D+7","9.3","17.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","0","D+0","10.8","18.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","1","D+1","11.1","20.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","2","D+2","11.1","19.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","3","D+3","11.7","19.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","4","D+4","11.4","18.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","5","D+5","9.2","19.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","6","D+6","11.3","20.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-24","7","D+7","10.5","20.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","0","D+0","13.4","17.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","1","D+1","13.4","17","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","2","D+2","13.4","17.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","3","D+3","14","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","4","D+4","11.9","17.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","5","D+5","14.4","21.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","6","D+6","13.7","18.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-25","7","D+7","13.5","19","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","0","D+0","14.2","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","1","D+1","14","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","2","D+2","13.9","17.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","3","D+3","14.6","18","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","4","D+4","14.6","18.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","5","D+5","13.6","20.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","6","D+6","13.7","20.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-26","7","D+7","13.5","18.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","0","D+0","12.5","18","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","1","D+1","12.5","18.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","2","D+2","12.4","18","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","3","D+3","12.2","18.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","4","D+4","12.2","20.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","5","D+5","12.3","23.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","6","D+6","12.4","25.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-27","7","D+7","12","24.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","0","D+0","12.9","20","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","1","D+1","13.2","19.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","2","D+2","12.9","21.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","3","D+3","13.5","20.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","4","D+4","13.1","23.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","5","D+5","13.9","26.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","6","D+6","14.2","23.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-28","7","D+7","14.5","26.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","0","D+0","13.2","20.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","1","D+1","14.1","20.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","2","D+2","13.6","20.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","3","D+3","13.8","20.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","4","D+4","13.9","21.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","5","D+5","14.9","29.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","6","D+6","14.9","24.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-29","7","D+7","13.8","22","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","0","D+0","15.1","23.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","1","D+1","15.6","23.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","2","D+2","15.9","22.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","3","D+3","15.6","24.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","4","D+4","13.6","22.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","5","D+5","15.1","27.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","6","D+6","16.4","27.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-30","7","D+7","13.7","26.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","0","D+0","17.6","28.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","1","D+1","16.8","28.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","2","D+2","16.3","27.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","3","D+3","17.5","27.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","4","D+4","17.3","28.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","5","D+5","15.5","28.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","6","D+6","17.6","27.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-05-31","7","D+7","17.5","27.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","0","D+0","18.6","29","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","1","D+1","18.7","28","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","2","D+2","18.3","28.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","3","D+3","19","28.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","4","D+4","17.5","26.4","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","5","D+5","17.8","30.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","6","D+6","17.4","29.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-01","7","D+7","18","26.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","0","D+0","17.8","27.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","1","D+1","17.9","27.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","2","D+2","18.4","27.9","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","3","D+3","18","28.3","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","4","D+4","18.9","27.2","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","5","D+5","18.3","30.6","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","6","D+6","18.3","29.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-02","7","D+7","16.5","28.1","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-03","0","D+0","16.9","26.5","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-03","1","D+1","16.8","24.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-03","2","D+2","16.4","26.7","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-03","3","D+3","17.1","27.8","24","Open-Meteo Previous Runs API"
"2026-05-29T12:24:24Z","Matosinhos","Porto","1308","41.1805","-8.681","41.1875","-8.6875","20","Europe/Lisbon","best_match","2024-06-03","4","D+4","17.5","28.2","24","Open-Meteo Previous Runs API"
