source_updated_at,fetched_at,location,district,global_id_local,target_date,forecast_datetime_utc,forecast_datetime_local,period_hours,utci_c,thermal_level,thermal_level_order,thermal_color,thermal_stress_type,protection_required,recommendation_summary,source
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-06,2026-07-06T15:00:00,2026-07-06 16:00,3,19.9,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-06,2026-07-06T18:00:00,2026-07-06 19:00,3,18.9,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-06,2026-07-06T21:00:00,2026-07-06 22:00,3,15.4,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T00:00:00,2026-07-07 01:00,3,15.4,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T03:00:00,2026-07-07 04:00,3,15.3,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T06:00:00,2026-07-07 07:00,3,14.9,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T09:00:00,2026-07-07 10:00,3,17,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T12:00:00,2026-07-07 13:00,3,17.6,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T15:00:00,2026-07-07 16:00,3,19.5,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T18:00:00,2026-07-07 19:00,3,17.5,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-07,2026-07-07T21:00:00,2026-07-07 22:00,3,16,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
2026-07-02T07:56:31,2026-07-02T11:08:18Z,Matosinhos,Porto,1130800,2026-07-08,2026-07-08T00:00:00,2026-07-08 01:00,3,16.4,Sem stress térmico,0,Verde,Sem stress térmico,Vigilância habitual,Sem stress térmico relevante; manter vigilância habitual.,IPMA public-data forecast aggregate UTCI/temperatura sentida
